make,model,first_Registration,Initial_Registration_Estonia,category,subcategory,body,bodyType,length,width,height,full_Mass,registered_Mass,empty_Mass,trailer_With_Breakes,trailer_Without_Breakes,total_Trailer_Mass,towbar_Load,maximum_Speed,emission_Standard,noise_Level,engine_Capacity_CC,engine_Power_KW,engine_Type,gearbox_Type,hybrid_Type,fuel_Combination,fuel_Type,additional_Fuel,CO2_NEDC,CO2_WLTP,average_Fuel_Consuption,average_Fuel_Consuption_WLTP,electric_Driving_Range,door,num_Of_Seats,total_Axle,number_Of_Wheels,steering_Wheel,towing_Wheel,make_Carish,model_Carish
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
